"MTU (UTC)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (UTC)","Intraday Price (EUR/MWh)"
"07/10/2024 12:00:00 - 07/10/2024 13:00:00","BZN|FR","Without Sequence","55.00","",""
"07/10/2024 13:00:00 - 07/10/2024 14:00:00","BZN|FR","Without Sequence","29.98","",""
"07/10/2024 14:00:00 - 07/10/2024 15:00:00","BZN|FR","Without Sequence","30.25","",""
"07/10/2024 15:00:00 - 07/10/2024 16:00:00","BZN|FR","Without Sequence","50.24","",""
"07/10/2024 16:00:00 - 07/10/2024 17:00:00","BZN|FR","Without Sequence","71.55","",""
"07/10/2024 17:00:00 - 07/10/2024 18:00:00","BZN|FR","Without Sequence","96.17","",""
"07/10/2024 18:00:00 - 07/10/2024 19:00:00","BZN|FR","Without Sequence","85.01","",""
"07/10/2024 19:00:00 - 07/10/2024 20:00:00","BZN|FR","Without Sequence","67.73","",""
"07/10/2024 20:00:00 - 07/10/2024 21:00:00","BZN|FR","Without Sequence","65.80","",""
"07/10/2024 21:00:00 - 07/10/2024 22:00:00","BZN|FR","Without Sequence","65.80","",""
"07/10/2024 22:00:00 - 07/10/2024 23:00:00","BZN|FR","Without Sequence","33.10","",""
"07/10/2024 23:00:00 - 08/10/2024 00:00:00","BZN|FR","Without Sequence","24.35","",""
"08/10/2024 00:00:00 - 08/10/2024 01:00:00","BZN|FR","Without Sequence","19.57","",""
"08/10/2024 01:00:00 - 08/10/2024 02:00:00","BZN|FR","Without Sequence","7.00","",""
"08/10/2024 02:00:00 - 08/10/2024 03:00:00","BZN|FR","Without Sequence","4.90","",""
"08/10/2024 03:00:00 - 08/10/2024 04:00:00","BZN|FR","Without Sequence","21.54","",""
"08/10/2024 04:00:00 - 08/10/2024 05:00:00","BZN|FR","Without Sequence","39.58","",""
"08/10/2024 05:00:00 - 08/10/2024 06:00:00","BZN|FR","Without Sequence","72.68","",""
"08/10/2024 06:00:00 - 08/10/2024 07:00:00","BZN|FR","Without Sequence","77.71","",""
"08/10/2024 07:00:00 - 08/10/2024 08:00:00","BZN|FR","Without Sequence","79.91","",""
"08/10/2024 08:00:00 - 08/10/2024 09:00:00","BZN|FR","Without Sequence","54.51","",""
"08/10/2024 09:00:00 - 08/10/2024 10:00:00","BZN|FR","Without Sequence","28.80","",""
"08/10/2024 10:00:00 - 08/10/2024 11:00:00","BZN|FR","Without Sequence","8.59","",""
"08/10/2024 11:00:00 - 08/10/2024 12:00:00","BZN|FR","Without Sequence","0.97","",""
"08/10/2024 12:00:00 - 08/10/2024 13:00:00","BZN|FR","Without Sequence","0.01","",""
"08/10/2024 13:00:00 - 08/10/2024 14:00:00","BZN|FR","Without Sequence","0.00","",""
"08/10/2024 14:00:00 - 08/10/2024 15:00:00","BZN|FR","Without Sequence","0.51","",""
"08/10/2024 15:00:00 - 08/10/2024 16:00:00","BZN|FR","Without Sequence","5.00","",""
"08/10/2024 16:00:00 - 08/10/2024 17:00:00","BZN|FR","Without Sequence","57.09","",""
"08/10/2024 17:00:00 - 08/10/2024 18:00:00","BZN|FR","Without Sequence","79.90","",""
"08/10/2024 18:00:00 - 08/10/2024 19:00:00","BZN|FR","Without Sequence","67.39","",""
"08/10/2024 19:00:00 - 08/10/2024 20:00:00","BZN|FR","Without Sequence","32.11","",""
"08/10/2024 20:00:00 - 08/10/2024 21:00:00","BZN|FR","Without Sequence","37.62","",""
"08/10/2024 21:00:00 - 08/10/2024 22:00:00","BZN|FR","Without Sequence","37.62","",""
"08/10/2024 22:00:00 - 08/10/2024 23:00:00","BZN|FR","Without Sequence","19.86","",""
"08/10/2024 23:00:00 - 09/10/2024 00:00:00","BZN|FR","Without Sequence","3.60","",""
"09/10/2024 00:00:00 - 09/10/2024 01:00:00","BZN|FR","Without Sequence","1.50","",""
"09/10/2024 01:00:00 - 09/10/2024 02:00:00","BZN|FR","Without Sequence","0.00","",""
"09/10/2024 02:00:00 - 09/10/2024 03:00:00","BZN|FR","Without Sequence","0.00","",""
"09/10/2024 03:00:00 - 09/10/2024 04:00:00","BZN|FR","Without Sequence","0.01","",""
"09/10/2024 04:00:00 - 09/10/2024 05:00:00","BZN|FR","Without Sequence","16.98","",""
"09/10/2024 05:00:00 - 09/10/2024 06:00:00","BZN|FR","Without Sequence","40.00","",""
"09/10/2024 06:00:00 - 09/10/2024 07:00:00","BZN|FR","Without Sequence","52.80","",""
"09/10/2024 07:00:00 - 09/10/2024 08:00:00","BZN|FR","Without Sequence","47.59","",""
"09/10/2024 08:00:00 - 09/10/2024 09:00:00","BZN|FR","Without Sequence","35.06","",""
"09/10/2024 09:00:00 - 09/10/2024 10:00:00","BZN|FR","Without Sequence","31.10","",""
"09/10/2024 10:00:00 - 09/10/2024 11:00:00","BZN|FR","Without Sequence","36.66","",""
"09/10/2024 11:00:00 - 09/10/2024 12:00:00","BZN|FR","Without Sequence","23.62","",""
"09/10/2024 12:00:00 - 09/10/2024 13:00:00","BZN|FR","Without Sequence","33.64","",""
"09/10/2024 13:00:00 - 09/10/2024 14:00:00","BZN|FR","Without Sequence","43.03","",""
"09/10/2024 14:00:00 - 09/10/2024 15:00:00","BZN|FR","Without Sequence","28.61","",""
"09/10/2024 15:00:00 - 09/10/2024 16:00:00","BZN|FR","Without Sequence","30.35","",""
"09/10/2024 16:00:00 - 09/10/2024 17:00:00","BZN|FR","Without Sequence","58.55","",""
"09/10/2024 17:00:00 - 09/10/2024 18:00:00","BZN|FR","Without Sequence","112.03","",""
"09/10/2024 18:00:00 - 09/10/2024 19:00:00","BZN|FR","Without Sequence","60.80","",""
"09/10/2024 19:00:00 - 09/10/2024 20:00:00","BZN|FR","Without Sequence","49.08","",""
"09/10/2024 20:00:00 - 09/10/2024 21:00:00","BZN|FR","Without Sequence","46.69","",""
"09/10/2024 21:00:00 - 09/10/2024 22:00:00","BZN|FR","Without Sequence","46.69","",""
"09/10/2024 22:00:00 - 09/10/2024 23:00:00","BZN|FR","Without Sequence","0.05","",""
"09/10/2024 23:00:00 - 10/10/2024 00:00:00","BZN|FR","Without Sequence","0.00","",""
"10/10/2024 00:00:00 - 10/10/2024 01:00:00","BZN|FR","Without Sequence","0.00","",""
"10/10/2024 01:00:00 - 10/10/2024 02:00:00","BZN|FR","Without Sequence","0.00","",""
"10/10/2024 02:00:00 - 10/10/2024 03:00:00","BZN|FR","Without Sequence","-0.01","",""
"10/10/2024 03:00:00 - 10/10/2024 04:00:00","BZN|FR","Without Sequence","-0.01","",""
"10/10/2024 04:00:00 - 10/10/2024 05:00:00","BZN|FR","Without Sequence","22.63","",""
"10/10/2024 05:00:00 - 10/10/2024 06:00:00","BZN|FR","Without Sequence","69.72","",""
"10/10/2024 06:00:00 - 10/10/2024 07:00:00","BZN|FR","Without Sequence","80.46","",""
"10/10/2024 07:00:00 - 10/10/2024 08:00:00","BZN|FR","Without Sequence","67.50","",""
"10/10/2024 08:00:00 - 10/10/2024 09:00:00","BZN|FR","Without Sequence","52.01","",""
"10/10/2024 09:00:00 - 10/10/2024 10:00:00","BZN|FR","Without Sequence","38.93","",""
"10/10/2024 10:00:00 - 10/10/2024 11:00:00","BZN|FR","Without Sequence","21.89","",""
"10/10/2024 11:00:00 - 10/10/2024 12:00:00","BZN|FR","Without Sequence","15.95","",""
"10/10/2024 12:00:00 - 10/10/2024 13:00:00","BZN|FR","Without Sequence","20.01","",""
"10/10/2024 13:00:00 - 10/10/2024 14:00:00","BZN|FR","Without Sequence","38.37","",""
"10/10/2024 14:00:00 - 10/10/2024 15:00:00","BZN|FR","Without Sequence","55.26","",""
"10/10/2024 15:00:00 - 10/10/2024 16:00:00","BZN|FR","Without Sequence","71.78","",""
"10/10/2024 16:00:00 - 10/10/2024 17:00:00","BZN|FR","Without Sequence","99.73","",""
"10/10/2024 17:00:00 - 10/10/2024 18:00:00","BZN|FR","Without Sequence","129.22","",""
"10/10/2024 18:00:00 - 10/10/2024 19:00:00","BZN|FR","Without Sequence","107.49","",""
"10/10/2024 19:00:00 - 10/10/2024 20:00:00","BZN|FR","Without Sequence","90.41","",""
"10/10/2024 20:00:00 - 10/10/2024 21:00:00","BZN|FR","Without Sequence","86.30","",""
"10/10/2024 21:00:00 - 10/10/2024 22:00:00","BZN|FR","Without Sequence","86.30","",""
"10/10/2024 22:00:00 - 10/10/2024 23:00:00","BZN|FR","Without Sequence","80.43","",""
"10/10/2024 23:00:00 - 11/10/2024 00:00:00","BZN|FR","Without Sequence","73.98","",""
"11/10/2024 00:00:00 - 11/10/2024 01:00:00","BZN|FR","Without Sequence","71.96","",""
"11/10/2024 01:00:00 - 11/10/2024 02:00:00","BZN|FR","Without Sequence","67.91","",""
"11/10/2024 02:00:00 - 11/10/2024 03:00:00","BZN|FR","Without Sequence","66.44","",""
"11/10/2024 03:00:00 - 11/10/2024 04:00:00","BZN|FR","Without Sequence","71.79","",""
"11/10/2024 04:00:00 - 11/10/2024 05:00:00","BZN|FR","Without Sequence","99.95","",""
"11/10/2024 05:00:00 - 11/10/2024 06:00:00","BZN|FR","Without Sequence","140.41","",""
"11/10/2024 06:00:00 - 11/10/2024 07:00:00","BZN|FR","Without Sequence","155.49","",""
"11/10/2024 07:00:00 - 11/10/2024 08:00:00","BZN|FR","Without Sequence","110.01","",""
"11/10/2024 08:00:00 - 11/10/2024 09:00:00","BZN|FR","Without Sequence","90.00","",""
"11/10/2024 09:00:00 - 11/10/2024 10:00:00","BZN|FR","Without Sequence","72.35","",""
"11/10/2024 10:00:00 - 11/10/2024 11:00:00","BZN|FR","Without Sequence","61.65","",""
"11/10/2024 11:00:00 - 11/10/2024 12:00:00","BZN|FR","Without Sequence","57.17","",""
"11/10/2024 12:00:00 - 11/10/2024 13:00:00","BZN|FR","Without Sequence","59.56","",""
"11/10/2024 13:00:00 - 11/10/2024 14:00:00","BZN|FR","Without Sequence","66.95","",""
"11/10/2024 14:00:00 - 11/10/2024 15:00:00","BZN|FR","Without Sequence","70.00","",""
"11/10/2024 15:00:00 - 11/10/2024 16:00:00","BZN|FR","Without Sequence","71.35","",""
"11/10/2024 16:00:00 - 11/10/2024 17:00:00","BZN|FR","Without Sequence","91.07","",""
"11/10/2024 17:00:00 - 11/10/2024 18:00:00","BZN|FR","Without Sequence","154.30","",""
"11/10/2024 18:00:00 - 11/10/2024 19:00:00","BZN|FR","Without Sequence","109.01","",""
"11/10/2024 19:00:00 - 11/10/2024 20:00:00","BZN|FR","Without Sequence","90.69","",""
"11/10/2024 20:00:00 - 11/10/2024 21:00:00","BZN|FR","Without Sequence","81.37","",""
"11/10/2024 21:00:00 - 11/10/2024 22:00:00","BZN|FR","Without Sequence","81.37","",""
"11/10/2024 22:00:00 - 11/10/2024 23:00:00","BZN|FR","Without Sequence","67.29","",""
"11/10/2024 23:00:00 - 12/10/2024 00:00:00","BZN|FR","Without Sequence","57.57","",""
"12/10/2024 00:00:00 - 12/10/2024 01:00:00","BZN|FR","Without Sequence","47.96","",""
"12/10/2024 01:00:00 - 12/10/2024 02:00:00","BZN|FR","Without Sequence","38.91","",""
"12/10/2024 02:00:00 - 12/10/2024 03:00:00","BZN|FR","Without Sequence","38.91","",""
"12/10/2024 03:00:00 - 12/10/2024 04:00:00","BZN|FR","Without Sequence","42.63","",""
"12/10/2024 04:00:00 - 12/10/2024 05:00:00","BZN|FR","Without Sequence","60.21","",""
"12/10/2024 05:00:00 - 12/10/2024 06:00:00","BZN|FR","Without Sequence","61.00","",""
"12/10/2024 06:00:00 - 12/10/2024 07:00:00","BZN|FR","Without Sequence","62.97","",""
"12/10/2024 07:00:00 - 12/10/2024 08:00:00","BZN|FR","Without Sequence","64.48","",""
"12/10/2024 08:00:00 - 12/10/2024 09:00:00","BZN|FR","Without Sequence","44.89","",""
"12/10/2024 09:00:00 - 12/10/2024 10:00:00","BZN|FR","Without Sequence","46.71","",""
"12/10/2024 10:00:00 - 12/10/2024 11:00:00","BZN|FR","Without Sequence","36.06","",""
"12/10/2024 11:00:00 - 12/10/2024 12:00:00","BZN|FR","Without Sequence","22.37","",""
"12/10/2024 12:00:00 - 12/10/2024 13:00:00","BZN|FR","Without Sequence","23.34","",""
"12/10/2024 13:00:00 - 12/10/2024 14:00:00","BZN|FR","Without Sequence","46.35","",""
"12/10/2024 14:00:00 - 12/10/2024 15:00:00","BZN|FR","Without Sequence","43.35","",""
"12/10/2024 15:00:00 - 12/10/2024 16:00:00","BZN|FR","Without Sequence","63.12","",""
"12/10/2024 16:00:00 - 12/10/2024 17:00:00","BZN|FR","Without Sequence","84.65","",""
"12/10/2024 17:00:00 - 12/10/2024 18:00:00","BZN|FR","Without Sequence","81.94","",""
"12/10/2024 18:00:00 - 12/10/2024 19:00:00","BZN|FR","Without Sequence","61.06","",""
"12/10/2024 19:00:00 - 12/10/2024 20:00:00","BZN|FR","Without Sequence","45.42","",""
"12/10/2024 20:00:00 - 12/10/2024 21:00:00","BZN|FR","Without Sequence","34.87","",""
"12/10/2024 21:00:00 - 12/10/2024 22:00:00","BZN|FR","Without Sequence","34.87","",""
"12/10/2024 22:00:00 - 12/10/2024 23:00:00","BZN|FR","Without Sequence","0.00","",""
"12/10/2024 23:00:00 - 13/10/2024 00:00:00","BZN|FR","Without Sequence","-0.01","",""
"13/10/2024 00:00:00 - 13/10/2024 01:00:00","BZN|FR","Without Sequence","-0.07","",""
"13/10/2024 01:00:00 - 13/10/2024 02:00:00","BZN|FR","Without Sequence","-0.37","",""
"13/10/2024 02:00:00 - 13/10/2024 03:00:00","BZN|FR","Without Sequence","-0.51","",""
"13/10/2024 03:00:00 - 13/10/2024 04:00:00","BZN|FR","Without Sequence","-0.09","",""
"13/10/2024 04:00:00 - 13/10/2024 05:00:00","BZN|FR","Without Sequence","-0.05","",""
"13/10/2024 05:00:00 - 13/10/2024 06:00:00","BZN|FR","Without Sequence","0.78","",""
"13/10/2024 06:00:00 - 13/10/2024 07:00:00","BZN|FR","Without Sequence","11.50","",""
"13/10/2024 07:00:00 - 13/10/2024 08:00:00","BZN|FR","Without Sequence","4.81","",""
"13/10/2024 08:00:00 - 13/10/2024 09:00:00","BZN|FR","Without Sequence","4.87","",""
"13/10/2024 09:00:00 - 13/10/2024 10:00:00","BZN|FR","Without Sequence","5.17","",""
"13/10/2024 10:00:00 - 13/10/2024 11:00:00","BZN|FR","Without Sequence","4.49","",""
"13/10/2024 11:00:00 - 13/10/2024 12:00:00","BZN|FR","Without Sequence","0.08","",""
"13/10/2024 12:00:00 - 13/10/2024 13:00:00","BZN|FR","Without Sequence","-0.01","",""
"13/10/2024 13:00:00 - 13/10/2024 14:00:00","BZN|FR","Without Sequence","0.00","",""
"13/10/2024 14:00:00 - 13/10/2024 15:00:00","BZN|FR","Without Sequence","6.80","",""
"13/10/2024 15:00:00 - 13/10/2024 16:00:00","BZN|FR","Without Sequence","31.28","",""
"13/10/2024 16:00:00 - 13/10/2024 17:00:00","BZN|FR","Without Sequence","62.82","",""
"13/10/2024 17:00:00 - 13/10/2024 18:00:00","BZN|FR","Without Sequence","79.46","",""
"13/10/2024 18:00:00 - 13/10/2024 19:00:00","BZN|FR","Without Sequence","63.26","",""
"13/10/2024 19:00:00 - 13/10/2024 20:00:00","BZN|FR","Without Sequence","56.71","",""
"13/10/2024 20:00:00 - 13/10/2024 21:00:00","BZN|FR","Without Sequence","49.88","",""
"13/10/2024 21:00:00 - 13/10/2024 22:00:00","BZN|FR","Without Sequence","49.88","",""
"13/10/2024 22:00:00 - 13/10/2024 23:00:00","BZN|FR","Without Sequence","50.49","",""
"13/10/2024 23:00:00 - 14/10/2024 00:00:00","BZN|FR","Without Sequence","39.38","",""
"14/10/2024 00:00:00 - 14/10/2024 01:00:00","BZN|FR","Without Sequence","37.41","",""
"14/10/2024 01:00:00 - 14/10/2024 02:00:00","BZN|FR","Without Sequence","36.68","",""
"14/10/2024 02:00:00 - 14/10/2024 03:00:00","BZN|FR","Without Sequence","41.38","",""
"14/10/2024 03:00:00 - 14/10/2024 04:00:00","BZN|FR","Without Sequence","62.20","",""
"14/10/2024 04:00:00 - 14/10/2024 05:00:00","BZN|FR","Without Sequence","98.65","",""
"14/10/2024 05:00:00 - 14/10/2024 06:00:00","BZN|FR","Without Sequence","114.03","",""
"14/10/2024 06:00:00 - 14/10/2024 07:00:00","BZN|FR","Without Sequence","137.70","",""
"14/10/2024 07:00:00 - 14/10/2024 08:00:00","BZN|FR","Without Sequence","110.19","",""
"14/10/2024 08:00:00 - 14/10/2024 09:00:00","BZN|FR","Without Sequence","99.55","",""
"14/10/2024 09:00:00 - 14/10/2024 10:00:00","BZN|FR","Without Sequence","92.50","",""
"14/10/2024 10:00:00 - 14/10/2024 11:00:00","BZN|FR","Without Sequence","85.70","",""
"14/10/2024 11:00:00 - 14/10/2024 12:00:00","BZN|FR","Without Sequence","78.42","",""
"14/10/2024 12:00:00 - 14/10/2024 13:00:00","BZN|FR","Without Sequence","74.16","",""
"14/10/2024 13:00:00 - 14/10/2024 14:00:00","BZN|FR","Without Sequence","73.07","",""
"14/10/2024 14:00:00 - 14/10/2024 15:00:00","BZN|FR","Without Sequence","71.20","",""
"14/10/2024 15:00:00 - 14/10/2024 16:00:00","BZN|FR","Without Sequence","97.46","",""
"14/10/2024 16:00:00 - 14/10/2024 17:00:00","BZN|FR","Without Sequence","121.04","",""
"14/10/2024 17:00:00 - 14/10/2024 18:00:00","BZN|FR","Without Sequence","161.89","",""
"14/10/2024 18:00:00 - 14/10/2024 19:00:00","BZN|FR","Without Sequence","158.00","",""
"14/10/2024 19:00:00 - 14/10/2024 20:00:00","BZN|FR","Without Sequence","108.79","",""
"14/10/2024 20:00:00 - 14/10/2024 21:00:00","BZN|FR","Without Sequence","99.66","",""
"14/10/2024 21:00:00 - 14/10/2024 22:00:00","BZN|FR","Without Sequence","99.66","",""
"14/10/2024 22:00:00 - 14/10/2024 23:00:00","BZN|FR","Without Sequence","76.09","",""
"14/10/2024 23:00:00 - 15/10/2024 00:00:00","BZN|FR","Without Sequence","77.50","",""
"15/10/2024 00:00:00 - 15/10/2024 01:00:00","BZN|FR","Without Sequence","60.49","",""
"15/10/2024 01:00:00 - 15/10/2024 02:00:00","BZN|FR","Without Sequence","61.33","",""
"15/10/2024 02:00:00 - 15/10/2024 03:00:00","BZN|FR","Without Sequence","51.57","",""
"15/10/2024 03:00:00 - 15/10/2024 04:00:00","BZN|FR","Without Sequence","60.92","",""
"15/10/2024 04:00:00 - 15/10/2024 05:00:00","BZN|FR","Without Sequence","63.87","",""
"15/10/2024 05:00:00 - 15/10/2024 06:00:00","BZN|FR","Without Sequence","91.36","",""
"15/10/2024 06:00:00 - 15/10/2024 07:00:00","BZN|FR","Without Sequence","122.28","",""
"15/10/2024 07:00:00 - 15/10/2024 08:00:00","BZN|FR","Without Sequence","110.47","",""
"15/10/2024 08:00:00 - 15/10/2024 09:00:00","BZN|FR","Without Sequence","92.74","",""
"15/10/2024 09:00:00 - 15/10/2024 10:00:00","BZN|FR","Without Sequence","83.05","",""
"15/10/2024 10:00:00 - 15/10/2024 11:00:00","BZN|FR","Without Sequence","78.47","",""
"15/10/2024 11:00:00 - 15/10/2024 12:00:00","BZN|FR","Without Sequence","67.66","",""
"15/10/2024 12:00:00 - 15/10/2024 13:00:00","BZN|FR","Without Sequence","41.51","",""
"15/10/2024 13:00:00 - 15/10/2024 14:00:00","BZN|FR","Without Sequence","41.37","",""
"15/10/2024 14:00:00 - 15/10/2024 15:00:00","BZN|FR","Without Sequence","62.63","",""
"15/10/2024 15:00:00 - 15/10/2024 16:00:00","BZN|FR","Without Sequence","55.72","",""
"15/10/2024 16:00:00 - 15/10/2024 17:00:00","BZN|FR","Without Sequence","79.47","",""
"15/10/2024 17:00:00 - 15/10/2024 18:00:00","BZN|FR","Without Sequence","104.30","",""
"15/10/2024 18:00:00 - 15/10/2024 19:00:00","BZN|FR","Without Sequence","64.98","",""
"15/10/2024 19:00:00 - 15/10/2024 20:00:00","BZN|FR","Without Sequence","50.89","",""
"15/10/2024 20:00:00 - 15/10/2024 21:00:00","BZN|FR","Without Sequence","61.52","",""
"15/10/2024 21:00:00 - 15/10/2024 22:00:00","BZN|FR","Without Sequence","61.52","",""
"15/10/2024 22:00:00 - 15/10/2024 23:00:00","BZN|FR","Without Sequence","28.42","",""
"15/10/2024 23:00:00 - 16/10/2024 00:00:00","BZN|FR","Without Sequence","12.80","",""
"16/10/2024 00:00:00 - 16/10/2024 01:00:00","BZN|FR","Without Sequence","5.30","",""
"16/10/2024 01:00:00 - 16/10/2024 02:00:00","BZN|FR","Without Sequence","3.61","",""
"16/10/2024 02:00:00 - 16/10/2024 03:00:00","BZN|FR","Without Sequence","1.48","",""
"16/10/2024 03:00:00 - 16/10/2024 04:00:00","BZN|FR","Without Sequence","12.36","",""
"16/10/2024 04:00:00 - 16/10/2024 05:00:00","BZN|FR","Without Sequence","46.09","",""
"16/10/2024 05:00:00 - 16/10/2024 06:00:00","BZN|FR","Without Sequence","46.26","",""
"16/10/2024 06:00:00 - 16/10/2024 07:00:00","BZN|FR","Without Sequence","59.55","",""
"16/10/2024 07:00:00 - 16/10/2024 08:00:00","BZN|FR","Without Sequence","54.29","",""
"16/10/2024 08:00:00 - 16/10/2024 09:00:00","BZN|FR","Without Sequence","26.68","",""
"16/10/2024 09:00:00 - 16/10/2024 10:00:00","BZN|FR","Without Sequence","14.16","",""
"16/10/2024 10:00:00 - 16/10/2024 11:00:00","BZN|FR","Without Sequence","4.09","",""
"16/10/2024 11:00:00 - 16/10/2024 12:00:00","BZN|FR","Without Sequence","2.04","",""
"16/10/2024 12:00:00 - 16/10/2024 13:00:00","BZN|FR","Without Sequence","4.00","",""
"16/10/2024 13:00:00 - 16/10/2024 14:00:00","BZN|FR","Without Sequence","14.18","",""
"16/10/2024 14:00:00 - 16/10/2024 15:00:00","BZN|FR","Without Sequence","30.84","",""
"16/10/2024 15:00:00 - 16/10/2024 16:00:00","BZN|FR","Without Sequence","51.81","",""
"16/10/2024 16:00:00 - 16/10/2024 17:00:00","BZN|FR","Without Sequence","75.74","",""
"16/10/2024 17:00:00 - 16/10/2024 18:00:00","BZN|FR","Without Sequence","83.91","",""
"16/10/2024 18:00:00 - 16/10/2024 19:00:00","BZN|FR","Without Sequence","55.43","",""
"16/10/2024 19:00:00 - 16/10/2024 20:00:00","BZN|FR","Without Sequence","46.65","",""
"16/10/2024 20:00:00 - 16/10/2024 21:00:00","BZN|FR","Without Sequence","35.14","",""
"16/10/2024 21:00:00 - 16/10/2024 22:00:00","BZN|FR","Without Sequence","35.14","",""
"16/10/2024 22:00:00 - 16/10/2024 23:00:00","BZN|FR","Without Sequence","17.04","",""
"16/10/2024 23:00:00 - 17/10/2024 00:00:00","BZN|FR","Without Sequence","12.15","",""
"17/10/2024 00:00:00 - 17/10/2024 01:00:00","BZN|FR","Without Sequence","10.48","",""
"17/10/2024 01:00:00 - 17/10/2024 02:00:00","BZN|FR","Without Sequence","5.61","",""
"17/10/2024 02:00:00 - 17/10/2024 03:00:00","BZN|FR","Without Sequence","10.01","",""
"17/10/2024 03:00:00 - 17/10/2024 04:00:00","BZN|FR","Without Sequence","24.02","",""
"17/10/2024 04:00:00 - 17/10/2024 05:00:00","BZN|FR","Without Sequence","63.38","",""
"17/10/2024 05:00:00 - 17/10/2024 06:00:00","BZN|FR","Without Sequence","84.34","",""
"17/10/2024 06:00:00 - 17/10/2024 07:00:00","BZN|FR","Without Sequence","83.93","",""
"17/10/2024 07:00:00 - 17/10/2024 08:00:00","BZN|FR","Without Sequence","82.27","",""
"17/10/2024 08:00:00 - 17/10/2024 09:00:00","BZN|FR","Without Sequence","76.61","",""
"17/10/2024 09:00:00 - 17/10/2024 10:00:00","BZN|FR","Without Sequence","70.76","",""
"17/10/2024 10:00:00 - 17/10/2024 11:00:00","BZN|FR","Without Sequence","61.79","",""
"17/10/2024 11:00:00 - 17/10/2024 12:00:00","BZN|FR","Without Sequence","60.92","",""
"17/10/2024 12:00:00 - 17/10/2024 13:00:00","BZN|FR","Without Sequence","63.59","",""
"17/10/2024 13:00:00 - 17/10/2024 14:00:00","BZN|FR","Without Sequence","65.97","",""
"17/10/2024 14:00:00 - 17/10/2024 15:00:00","BZN|FR","Without Sequence","82.65","",""
"17/10/2024 15:00:00 - 17/10/2024 16:00:00","BZN|FR","Without Sequence","79.03","",""
"17/10/2024 16:00:00 - 17/10/2024 17:00:00","BZN|FR","Without Sequence","78.77","",""
"17/10/2024 17:00:00 - 17/10/2024 18:00:00","BZN|FR","Without Sequence","99.60","",""
"17/10/2024 18:00:00 - 17/10/2024 19:00:00","BZN|FR","Without Sequence","82.27","",""
"17/10/2024 19:00:00 - 17/10/2024 20:00:00","BZN|FR","Without Sequence","72.59","",""
"17/10/2024 20:00:00 - 17/10/2024 21:00:00","BZN|FR","Without Sequence","71.08","",""
"17/10/2024 21:00:00 - 17/10/2024 22:00:00","BZN|FR","Without Sequence","71.08","",""
"17/10/2024 22:00:00 - 17/10/2024 23:00:00","BZN|FR","Without Sequence","50.10","",""
"17/10/2024 23:00:00 - 18/10/2024 00:00:00","BZN|FR","Without Sequence","45.62","",""
"18/10/2024 00:00:00 - 18/10/2024 01:00:00","BZN|FR","Without Sequence","38.06","",""
"18/10/2024 01:00:00 - 18/10/2024 02:00:00","BZN|FR","Without Sequence","30.30","",""
"18/10/2024 02:00:00 - 18/10/2024 03:00:00","BZN|FR","Without Sequence","20.40","",""
"18/10/2024 03:00:00 - 18/10/2024 04:00:00","BZN|FR","Without Sequence","49.03","",""
"18/10/2024 04:00:00 - 18/10/2024 05:00:00","BZN|FR","Without Sequence","57.84","",""
"18/10/2024 05:00:00 - 18/10/2024 06:00:00","BZN|FR","Without Sequence","75.00","",""
"18/10/2024 06:00:00 - 18/10/2024 07:00:00","BZN|FR","Without Sequence","99.50","",""
"18/10/2024 07:00:00 - 18/10/2024 08:00:00","BZN|FR","Without Sequence","79.72","",""
"18/10/2024 08:00:00 - 18/10/2024 09:00:00","BZN|FR","Without Sequence","78.56","",""
"18/10/2024 09:00:00 - 18/10/2024 10:00:00","BZN|FR","Without Sequence","79.35","",""
"18/10/2024 10:00:00 - 18/10/2024 11:00:00","BZN|FR","Without Sequence","76.10","",""
"18/10/2024 11:00:00 - 18/10/2024 12:00:00","BZN|FR","Without Sequence","58.60","",""
"18/10/2024 12:00:00 - 18/10/2024 13:00:00","BZN|FR","Without Sequence","42.86","",""
"18/10/2024 13:00:00 - 18/10/2024 14:00:00","BZN|FR","Without Sequence","49.52","",""
"18/10/2024 14:00:00 - 18/10/2024 15:00:00","BZN|FR","Without Sequence","51.41","",""
"18/10/2024 15:00:00 - 18/10/2024 16:00:00","BZN|FR","Without Sequence","63.56","",""
"18/10/2024 16:00:00 - 18/10/2024 17:00:00","BZN|FR","Without Sequence","83.16","",""
"18/10/2024 17:00:00 - 18/10/2024 18:00:00","BZN|FR","Without Sequence","138.94","",""
"18/10/2024 18:00:00 - 18/10/2024 19:00:00","BZN|FR","Without Sequence","103.25","",""
"18/10/2024 19:00:00 - 18/10/2024 20:00:00","BZN|FR","Without Sequence","93.89","",""
"18/10/2024 20:00:00 - 18/10/2024 21:00:00","BZN|FR","Without Sequence","81.20","",""
"18/10/2024 21:00:00 - 18/10/2024 22:00:00","BZN|FR","Without Sequence","81.20","",""
"18/10/2024 22:00:00 - 18/10/2024 23:00:00","BZN|FR","Without Sequence","56.04","",""
"18/10/2024 23:00:00 - 19/10/2024 00:00:00","BZN|FR","Without Sequence","20.64","",""
"19/10/2024 00:00:00 - 19/10/2024 01:00:00","BZN|FR","Without Sequence","24.83","",""
"19/10/2024 01:00:00 - 19/10/2024 02:00:00","BZN|FR","Without Sequence","35.26","",""
